c_setting,epsilon_setting,cv_scores
7.0,7.139999999999996,-32.66
7.0,7.149999999999996,-32.69
7.0,7.159999999999996,-32.71
7.0,7.169999999999996,-32.73
7.0,7.179999999999996,-32.76
7.0,7.189999999999996,-32.77
7.0,7.199999999999996,-32.79
7.0,7.209999999999996,-32.81
7.0,7.219999999999996,-32.84
7.0,7.229999999999996,-32.87
7.0,7.239999999999996,-32.89
7.0,7.2499999999999964,-32.91
7.0,7.259999999999996,-32.95
7.0,7.269999999999996,-32.98
7.0,7.279999999999996,-33.02
7.0,7.2899999999999965,-33.05
7.0,7.299999999999996,-33.06
7.0,7.309999999999996,-33.05
7.0,7.319999999999996,-33.06
7.0,7.329999999999996,-33.08
7.0,7.339999999999996,-33.11
7.0,7.349999999999996,-33.15
7.0,7.359999999999996,-33.18
7.0,7.369999999999996,-33.21
7.0,7.379999999999996,-33.23
7.0,7.389999999999996,-33.24
7.0,7.399999999999996,-33.26
7.0,7.409999999999996,-33.28
7.0,7.419999999999996,-33.3
7.0,7.429999999999996,-33.33
7.0,7.439999999999996,-33.36
7.0,7.449999999999996,-33.38
7.0,7.4599999999999955,-33.39
7.0,7.469999999999996,-33.41
7.0,7.479999999999996,-33.42
7.0,7.489999999999996,-33.43
7.0,7.499999999999996,-33.44
7.0,7.509999999999996,-33.45
7.0,7.519999999999996,-33.46
7.0,7.529999999999996,-33.46
7.0,7.539999999999996,-33.47
7.0,7.549999999999996,-33.48
7.0,7.559999999999996,-33.5
7.0,7.569999999999996,-33.52
7.0,7.579999999999996,-33.55
7.0,7.589999999999996,-33.57
7.0,7.599999999999996,-33.59
7.0,7.609999999999996,-33.62
7.0,7.619999999999996,-33.63
7.0,7.6299999999999955,-33.62
7.0,7.639999999999996,-33.61
7.0,7.649999999999996,-33.6
7.0,7.659999999999996,-33.6
7.0,7.6699999999999955,-33.61
7.0,7.679999999999996,-33.61
7.0,7.689999999999996,-33.63
7.0,7.699999999999996,-33.64
7.0,7.7099999999999955,-33.67
7.0,7.719999999999996,-33.69
7.0,7.729999999999996,-33.72
7.0,7.739999999999996,-33.75
7.0,7.749999999999996,-33.78
7.0,7.759999999999996,-33.79
7.0,7.769999999999996,-33.79
7.0,7.779999999999996,-33.79
7.0,7.789999999999996,-33.79
7.0,7.799999999999995,-33.8
7.0,7.809999999999996,-33.8
7.0,7.819999999999996,-33.8
7.0,7.829999999999996,-33.81
7.0,7.839999999999995,-33.83
7.0,7.849999999999996,-33.85
7.0,7.859999999999996,-33.87
7.0,7.869999999999996,-33.91
7.0,7.8799999999999955,-33.93
7.0,7.889999999999996,-33.93
7.0,7.899999999999996,-33.93
7.0,7.909999999999996,-33.93
7.0,7.9199999999999955,-33.94
7.0,7.929999999999996,-33.94
7.0,7.939999999999996,-33.95
7.0,7.949999999999996,-33.96
7.0,7.9599999999999955,-33.98
7.0,7.969999999999995,-33.99
7.0,7.979999999999996,-34.01
7.0,7.989999999999996,-34.01
7.0,7.999999999999996,-34.01
7.0,8.009999999999996,-34.02
7.0,8.019999999999996,-34.01
7.0,8.029999999999996,-34.0
7.0,8.039999999999996,-34.0
7.0,8.049999999999995,-33.99
7.0,8.059999999999997,-33.98
7.0,8.069999999999997,-33.97
7.0,8.079999999999997,-33.96
7.0,8.089999999999996,-33.96
7.0,8.099999999999996,-33.96
7.0,8.109999999999996,-33.95
