c_setting,epsilon_setting,cv_scores
7.0,2.1999999999999997,-31.64
7.0,2.21,-31.64
7.0,2.2199999999999998,-31.63
7.0,2.23,-31.62
7.0,2.2399999999999998,-31.62
7.0,2.25,-31.62
7.0,2.26,-31.62
7.0,2.27,-31.61
7.0,2.28,-31.62
7.0,2.29,-31.63
7.0,2.3,-31.63
7.0,2.31,-31.63
7.0,2.32,-31.65
7.0,2.3299999999999996,-31.64
7.0,2.34,-31.66
7.0,2.3499999999999996,-31.66
7.0,2.36,-31.65
7.0,2.3699999999999997,-31.64
7.0,2.38,-31.63
7.0,2.3899999999999997,-31.62
7.0,2.4,-31.62
7.0,2.4099999999999997,-31.6
7.0,2.42,-31.58
7.0,2.4299999999999997,-31.56
7.0,2.44,-31.55
7.0,2.4499999999999997,-31.55
7.0,2.46,-31.55
7.0,2.4699999999999998,-31.53
7.0,2.48,-31.54
7.0,2.4899999999999998,-31.55
7.0,2.5,-31.55
7.0,2.51,-31.53
7.0,2.52,-31.53
7.0,2.53,-31.52
7.0,2.54,-31.51
7.0,2.55,-31.51
7.0,2.56,-31.5
7.0,2.57,-31.5
7.0,2.5799999999999996,-31.49
7.0,2.59,-31.47
7.0,2.5999999999999996,-31.49
7.0,2.61,-31.47
7.0,2.6199999999999997,-31.47
7.0,2.63,-31.49
7.0,2.6399999999999997,-31.48
7.0,2.65,-31.45
7.0,2.6599999999999997,-31.44
7.0,2.67,-31.39
7.0,2.6799999999999997,-31.4
7.0,2.69,-31.37
7.0,2.6999999999999997,-31.36
7.0,2.71,-31.33
7.0,2.7199999999999998,-31.3
7.0,2.73,-31.27
7.0,2.7399999999999998,-31.24
7.0,2.75,-31.24
7.0,2.76,-31.25
7.0,2.77,-31.25
7.0,2.78,-31.26
7.0,2.79,-31.28
7.0,2.8,-31.27
7.0,2.81,-31.26
7.0,2.82,-31.27
7.0,2.8299999999999996,-31.27
7.0,2.84,-31.27
7.0,2.8499999999999996,-31.25
7.0,2.86,-31.22
7.0,2.8699999999999997,-31.2
7.0,2.88,-31.19
7.0,2.8899999999999997,-31.19
7.0,2.9,-31.17
7.0,2.9099999999999997,-31.16
7.0,2.92,-31.17
7.0,2.9299999999999997,-31.18
7.0,2.94,-31.18
7.0,2.9499999999999997,-31.19
7.0,2.96,-31.17
7.0,2.9699999999999998,-31.18
7.0,2.98,-31.18
7.0,2.9899999999999998,-31.16
7.0,3.0,-31.12
7.0,3.01,-31.08
7.0,3.02,-31.08
7.0,3.03,-31.08
7.0,3.04,-31.05
7.0,3.05,-31.05
7.0,3.06,-31.06
7.0,3.07,-31.05
7.0,3.08,-31.06
7.0,3.09,-31.07
7.0,3.0999999999999996,-31.06
7.0,3.11,-31.06
7.0,3.1199999999999997,-31.06
7.0,3.13,-31.07
7.0,3.1399999999999997,-31.06
7.0,3.15,-31.06
7.0,3.1599999999999997,-31.07
7.0,3.17,-31.08
7.0,3.1799999999999997,-31.09
7.0,3.19,-31.09
7.0,3.1999999999999997,-31.09
7.0,3.21,-31.08
7.0,3.2199999999999998,-31.09
7.0,3.23,-31.08
7.0,3.2399999999999998,-31.07
7.0,3.25,-31.07
7.0,3.26,-31.05
7.0,3.27,-31.04
7.0,3.28,-31.03
7.0,3.29,-31.01
7.0,3.3,-31.01
7.0,3.31,-31.0
7.0,3.32,-30.99
7.0,3.33,-30.98
7.0,3.34,-30.98
7.0,3.3499999999999996,-30.98
7.0,3.36,-31.0
7.0,3.3699999999999997,-31.05
7.0,3.38,-31.07
7.0,3.3899999999999997,-31.08
7.0,3.4,-31.08
7.0,3.4099999999999997,-31.07
7.0,3.42,-31.06
7.0,3.4299999999999997,-31.05
7.0,3.44,-31.04
7.0,3.4499999999999997,-31.03
7.0,3.46,-31.01
7.0,3.4699999999999998,-31.0
7.0,3.48,-30.99
7.0,3.4899999999999998,-31.0
7.0,3.5,-31.01
7.0,3.51,-31.01
7.0,3.52,-31.03
7.0,3.53,-31.04
7.0,3.54,-31.05
7.0,3.55,-31.05
7.0,3.56,-31.05
7.0,3.57,-31.06
7.0,3.58,-31.08
7.0,3.59,-31.08
7.0,3.5999999999999996,-31.08
7.0,3.61,-31.07
7.0,3.6199999999999997,-31.07
7.0,3.63,-31.06
7.0,3.6399999999999997,-31.07
7.0,3.65,-31.07
7.0,3.6599999999999997,-31.07
7.0,3.67,-31.08
7.0,3.6799999999999997,-31.09
7.0,3.69,-31.09
7.0,3.6999999999999997,-31.08
7.0,3.71,-31.07
7.0,3.7199999999999998,-31.05
7.0,3.73,-31.04
7.0,3.7399999999999998,-31.04
7.0,3.75,-31.03
7.0,3.76,-31.02
7.0,3.77,-30.98
7.0,3.78,-30.95
7.0,3.79,-30.93
7.0,3.8,-30.93
7.0,3.81,-30.93
7.0,3.82,-30.92
7.0,3.83,-30.9
7.0,3.84,-30.9
7.0,3.8499999999999996,-30.93
7.0,3.86,-30.95
7.0,3.8699999999999997,-30.96
7.0,3.88,-30.97
7.0,3.8899999999999997,-30.97
7.0,3.9,-30.97
7.0,3.9099999999999997,-30.98
7.0,3.92,-31.0
7.0,3.9299999999999997,-31.02
7.0,3.94,-31.02
7.0,3.9499999999999997,-31.02
7.0,3.96,-31.03
7.0,3.9699999999999998,-31.05
7.0,3.98,-31.05
7.0,3.9899999999999998,-31.05
7.0,4.0,-31.06
7.0,4.01,-31.06
7.0,4.02,-31.06
7.0,4.03,-31.07
7.0,4.04,-31.07
7.0,4.05,-31.08
7.0,4.06,-31.1
7.0,4.07,-31.11
7.0,4.08,-31.13
7.0,4.09,-31.14
7.0,4.1,-31.14
7.0,4.109999999999999,-31.15
7.0,4.12,-31.16
7.0,4.13,-31.17
7.0,4.14,-31.18
7.0,4.1499999999999995,-31.17
7.0,4.16,-31.17
7.0,4.17,-31.15
7.0,4.18,-31.15
7.0,4.1899999999999995,-31.14
7.0,4.2,-31.13
7.0,4.21,-31.12
7.0,4.22,-31.11
7.0,4.2299999999999995,-31.11
7.0,4.24,-31.1
7.0,4.25,-31.09
7.0,4.26,-31.06
7.0,4.27,-31.04
7.0,4.28,-31.02
7.0,4.29,-31.0
7.0,4.3,-31.01
7.0,4.31,-31.0
7.0,4.32,-30.95
7.0,4.33,-30.92
7.0,4.34,-30.89
7.0,4.35,-30.9
7.0,4.36,-30.9
7.0,4.37,-30.91
7.0,4.38,-30.92
7.0,4.39,-30.91
7.0,4.3999999999999995,-30.92
7.0,4.41,-30.93
7.0,4.42,-30.93
7.0,4.43,-30.92
7.0,4.4399999999999995,-30.9
7.0,4.45,-30.88
7.0,4.46,-30.86
7.0,4.47,-30.83
7.0,4.4799999999999995,-30.78
7.0,4.49,-30.73
7.0,4.5,-30.72
7.0,4.51,-30.72
7.0,4.52,-30.71
7.0,4.53,-30.69
7.0,4.54,-30.67
7.0,4.55,-30.66
7.0,4.56,-30.64
7.0,4.57,-30.64
7.0,4.58,-30.63
7.0,4.59,-30.61
7.0,4.6,-30.59
7.0,4.61,-30.58
7.0,4.62,-30.57
7.0,4.63,-30.56
7.0,4.64,-30.55
7.0,4.6499999999999995,-30.55
7.0,4.66,-30.55
7.0,4.67,-30.54
7.0,4.68,-30.55
7.0,4.6899999999999995,-30.56
7.0,4.7,-30.55
7.0,4.71,-30.54
7.0,4.72,-30.54
7.0,4.7299999999999995,-30.59
7.0,4.74,-30.61
7.0,4.75,-30.64
7.0,4.76,-30.63
7.0,4.77,-30.62
7.0,4.78,-30.6
7.0,4.79,-30.59
7.0,4.8,-30.58
7.0,4.81,-30.57
7.0,4.82,-30.56
7.0,4.83,-30.56
7.0,4.84,-30.56
7.0,4.85,-30.55
7.0,4.86,-30.55
7.0,4.87,-30.56
7.0,4.88,-30.56
7.0,4.89,-30.57
7.0,4.8999999999999995,-30.58
7.0,4.91,-30.59
7.0,4.92,-30.61
7.0,4.93,-30.63
7.0,4.9399999999999995,-30.65
7.0,4.95,-30.66
7.0,4.96,-30.68
7.0,4.97,-30.71
7.0,4.9799999999999995,-30.74
7.0,4.99,-30.77
7.0,5.0,-30.8
7.0,5.01,-30.82
7.0,5.02,-30.84
7.0,5.03,-30.85
7.0,5.04,-30.87
7.0,5.05,-30.87
7.0,5.06,-30.87
7.0,5.07,-30.86
7.0,5.08,-30.85
7.0,5.09,-30.84
7.0,5.1,-30.85
7.0,5.11,-30.86
7.0,5.12,-30.89
7.0,5.13,-30.91
7.0,5.14,-30.93
7.0,5.1499999999999995,-30.95
7.0,5.16,-30.98
7.0,5.17,-31.01
7.0,5.18,-31.04
7.0,5.1899999999999995,-31.04
7.0,5.2,-31.04
7.0,5.21,-31.04
7.0,5.22,-31.06
7.0,5.2299999999999995,-31.07
7.0,5.24,-31.09
7.0,5.25,-31.1
7.0,5.26,-31.12
7.0,5.27,-31.14
7.0,5.28,-31.15
7.0,5.29,-31.18
7.0,5.3,-31.2
7.0,5.31,-31.23
7.0,5.32,-31.23
7.0,5.33,-31.24
7.0,5.34,-31.26
7.0,5.35,-31.28
7.0,5.36,-31.29
7.0,5.37,-31.29
7.0,5.38,-31.29
7.0,5.39,-31.3
7.0,5.3999999999999995,-31.29
7.0,5.41,-31.28
7.0,5.42,-31.28
7.0,5.43,-31.29
7.0,5.4399999999999995,-31.28
7.0,5.45,-31.29
7.0,5.46,-31.3
7.0,5.47,-31.31
7.0,5.4799999999999995,-31.32
7.0,5.49,-31.33
7.0,5.5,-31.34
7.0,5.51,-31.35
7.0,5.52,-31.37
7.0,5.53,-31.4
7.0,5.54,-31.43
7.0,5.55,-31.46
7.0,5.56,-31.47
7.0,5.57,-31.51
7.0,5.58,-31.56
7.0,5.59,-31.6
7.0,5.6,-31.63
7.0,5.61,-31.66
7.0,5.62,-31.68
7.0,5.63,-31.69
7.0,5.64,-31.72
7.0,5.6499999999999995,-31.74
7.0,5.66,-31.76
7.0,5.67,-31.76
7.0,5.68,-31.75
7.0,5.6899999999999995,-31.74
7.0,5.7,-31.73
7.0,5.71,-31.74
7.0,5.72,-31.75
7.0,5.7299999999999995,-31.75
7.0,5.74,-31.75
7.0,5.75,-31.73
7.0,5.76,-31.69
7.0,5.77,-31.66
7.0,5.78,-31.63
7.0,5.79,-31.6
7.0,5.8,-31.59
7.0,5.81,-31.58
7.0,5.82,-31.58
7.0,5.83,-31.58
7.0,5.84,-31.58
7.0,5.85,-31.58
7.0,5.86,-31.58
7.0,5.87,-31.56
7.0,5.88,-31.55
7.0,5.89,-31.54
7.0,5.8999999999999995,-31.53
7.0,5.91,-31.53
7.0,5.92,-31.53
7.0,5.93,-31.53
7.0,5.9399999999999995,-31.53
7.0,5.95,-31.54
7.0,5.96,-31.55
7.0,5.97,-31.57
7.0,5.9799999999999995,-31.58
7.0,5.99,-31.6
7.0,6.0,-31.6
7.0,6.01,-31.61
7.0,6.02,-31.62
7.0,6.03,-31.61
7.0,6.04,-31.61
7.0,6.05,-31.61
7.0,6.06,-31.61
7.0,6.07,-31.61
7.0,6.08,-31.62
7.0,6.09,-31.61
7.0,6.1,-31.61
7.0,6.11,-31.61
7.0,6.12,-31.6
7.0,6.13,-31.58
7.0,6.14,-31.57
7.0,6.15,-31.56
7.0,6.16,-31.54
7.0,6.17,-31.53
7.0,6.18,-31.52
7.0,6.1899999999999995,-31.5
7.0,6.2,-31.49
7.0,6.21,-31.48
7.0,6.22,-31.46
7.0,6.2299999999999995,-31.45
7.0,6.24,-31.46
7.0,6.25,-31.46
7.0,6.26,-31.46
7.0,6.27,-31.46
7.0,6.28,-31.46
7.0,6.29,-31.45
7.0,6.3,-31.44
7.0,6.31,-31.44
7.0,6.32,-31.45
7.0,6.33,-31.45
7.0,6.34,-31.46
7.0,6.35,-31.46
7.0,6.36,-31.46
7.0,6.37,-31.47
7.0,6.38,-31.48
7.0,6.39,-31.49
7.0,6.4,-31.5
7.0,6.41,-31.5
7.0,6.42,-31.52
7.0,6.43,-31.53
7.0,6.4399999999999995,-31.55
7.0,6.45,-31.57
7.0,6.46,-31.59
7.0,6.47,-31.61
7.0,6.4799999999999995,-31.63
7.0,6.49,-31.64
7.0,6.5,-31.65
7.0,6.51,-31.66
7.0,6.52,-31.68
7.0,6.53,-31.7
7.0,6.54,-31.71
7.0,6.55,-31.71
7.0,6.56,-31.72
7.0,6.57,-31.72
7.0,6.58,-31.72
7.0,6.59,-31.73
7.0,6.6,-31.74
7.0,6.61,-31.76
7.0,6.62,-31.78
7.0,6.63,-31.81
7.0,6.64,-31.82
7.0,6.65,-31.83
7.0,6.66,-31.85
7.0,6.67,-31.86
7.0,6.68,-31.86
7.0,6.6899999999999995,-31.87
7.0,6.7,-31.87
7.0,6.71,-31.87
7.0,6.72,-31.88
7.0,6.7299999999999995,-31.89
7.0,6.74,-31.89
7.0,6.75,-31.9
7.0,6.76,-31.91
7.0,6.77,-31.95
7.0,6.78,-31.99
7.0,6.79,-32.01
7.0,6.8,-32.04
7.0,6.81,-32.05
7.0,6.82,-32.08
7.0,6.83,-32.1
7.0,6.84,-32.11
7.0,6.85,-32.13
7.0,6.86,-32.14
7.0,6.87,-32.15
7.0,6.88,-32.16
7.0,6.89,-32.16
7.0,6.9,-32.18
7.0,6.91,-32.2
7.0,6.92,-32.22
7.0,6.93,-32.24
7.0,6.9399999999999995,-32.26
7.0,6.95,-32.26
7.0,6.96,-32.3
7.0,6.97,-32.3
7.0,6.9799999999999995,-32.29
7.0,6.99,-32.29
7.0,7.0,-32.3
7.0,7.01,-32.31
7.0,7.02,-32.32
7.0,7.03,-32.34
7.0,7.04,-32.36
7.0,7.05,-32.41
7.0,7.06,-32.44
7.0,7.07,-32.48
7.0,7.08,-32.52
7.0,7.09,-32.53
7.0,7.1,-32.54
7.0,7.11,-32.57
7.0,7.12,-32.6
7.0,7.13,-32.64
7.0,7.14,-32.66
7.0,7.15,-32.69
7.0,7.16,-32.71
7.0,7.17,-32.74
7.0,7.18,-32.76
7.0,7.1899999999999995,-32.77
7.0,7.2,-32.79
7.0,7.21,-32.81
7.0,7.22,-32.84
7.0,7.2299999999999995,-32.87
7.0,7.24,-32.89
7.0,7.25,-32.91
7.0,7.26,-32.95
7.0,7.27,-32.98
7.0,7.28,-33.02
7.0,7.29,-33.05
7.0,7.3,-33.06
7.0,7.31,-33.05
7.0,7.32,-33.05
7.0,7.33,-33.08
7.0,7.34,-33.11
7.0,7.35,-33.15
7.0,7.36,-33.18
7.0,7.37,-33.21
7.0,7.38,-33.23
7.0,7.39,-33.24
7.0,7.4,-33.26
7.0,7.41,-33.28
7.0,7.42,-33.31
7.0,7.43,-33.33
7.0,7.4399999999999995,-33.36
7.0,7.45,-33.38
7.0,7.46,-33.39
7.0,7.47,-33.41
7.0,7.4799999999999995,-33.42
7.0,7.49,-33.43
7.0,7.5,-33.44
7.0,7.51,-33.45
7.0,7.52,-33.46
7.0,7.53,-33.46
7.0,7.54,-33.47
7.0,7.55,-33.48
7.0,7.56,-33.5
7.0,7.57,-33.52
7.0,7.58,-33.55
7.0,7.59,-33.57
7.0,7.6,-33.59
7.0,7.61,-33.62
7.0,7.62,-33.63
7.0,7.63,-33.62
7.0,7.64,-33.61
7.0,7.65,-33.6
7.0,7.66,-33.6
7.0,7.67,-33.6
7.0,7.68,-33.61
7.0,7.6899999999999995,-33.63
7.0,7.7,-33.64
7.0,7.71,-33.67
7.0,7.72,-33.69
7.0,7.7299999999999995,-33.72
7.0,7.74,-33.75
7.0,7.75,-33.78
7.0,7.76,-33.79
7.0,7.77,-33.79
7.0,7.78,-33.79
7.0,7.79,-33.79
7.0,7.8,-33.8
7.0,7.81,-33.8
7.0,7.82,-33.8
7.0,7.83,-33.81
7.0,7.84,-33.83
7.0,7.85,-33.85
7.0,7.86,-33.87
7.0,7.87,-33.91
7.0,7.88,-33.93
7.0,7.89,-33.93
7.0,7.9,-33.93
7.0,7.91,-33.93
7.0,7.92,-33.93
7.0,7.93,-33.94
7.0,7.94,-33.95
7.0,7.95,-33.96
7.0,7.96,-33.98
7.0,7.97,-33.99
7.0,7.9799999999999995,-34.01
7.0,7.99,-34.01
7.0,8.0,-34.01
7.0,8.01,-34.02
7.0,8.02,-34.01
7.0,8.03,-34.0
7.0,8.04,-34.0
7.0,8.05,-33.99
7.0,8.06,-33.98
7.0,8.07,-33.97
7.0,8.08,-33.96
7.0,8.09,-33.96
7.0,8.1,-33.96
7.0,8.11,-33.95
7.0,8.12,-33.95
7.0,8.13,-33.95
7.0,8.14,-33.94
7.0,8.15,-33.94
7.0,8.16,-33.93
7.0,8.17,-33.92
7.0,8.18,-33.91
7.0,8.19,-33.9
7.0,8.2,-33.89
7.0,8.209999999999999,-33.89
7.0,8.22,-33.88
7.0,8.23,-33.87
7.0,8.24,-33.87
7.0,8.25,-33.87
7.0,8.26,-33.87
7.0,8.27,-33.87
7.0,8.28,-33.87
7.0,8.29,-33.89
7.0,8.3,-33.91
7.0,8.31,-33.94
7.0,8.32,-33.97
7.0,8.33,-34.0
7.0,8.34,-34.03
7.0,8.35,-34.07
7.0,8.36,-34.09
7.0,8.37,-34.11
7.0,8.38,-34.14
7.0,8.39,-34.16
7.0,8.4,-34.18
7.0,8.41,-34.21
7.0,8.42,-34.24
7.0,8.43,-34.27
7.0,8.44,-34.3
7.0,8.45,-34.34
7.0,8.459999999999999,-34.38
7.0,8.47,-34.42
7.0,8.48,-34.47
7.0,8.49,-34.51
7.0,8.5,-34.56
7.0,8.51,-34.6
7.0,8.52,-34.63
7.0,8.53,-34.66
7.0,8.54,-34.68
7.0,8.55,-34.69
7.0,8.56,-34.7
7.0,8.57,-34.71
7.0,8.58,-34.73
7.0,8.59,-34.73
7.0,8.6,-34.74
7.0,8.61,-34.75
7.0,8.62,-34.77
7.0,8.63,-34.77
7.0,8.64,-34.77
7.0,8.65,-34.8
7.0,8.66,-34.84
7.0,8.67,-34.88
7.0,8.68,-34.91
7.0,8.69,-34.94
7.0,8.7,-34.98
7.0,8.71,-35.03
7.0,8.72,-35.09
7.0,8.73,-35.15
7.0,8.74,-35.19
7.0,8.75,-35.21
7.0,8.76,-35.22
7.0,8.77,-35.25
7.0,8.78,-35.26
7.0,8.79,-35.27
7.0,8.8,-35.29
7.0,8.81,-35.31
7.0,8.82,-35.33
7.0,8.83,-35.36
7.0,8.84,-35.4
7.0,8.85,-35.44
7.0,8.86,-35.49
7.0,8.87,-35.54
7.0,8.88,-35.59
7.0,8.89,-35.65
7.0,8.9,-35.71
7.0,8.91,-35.77
7.0,8.92,-35.81
7.0,8.93,-35.85
7.0,8.94,-35.89
7.0,8.95,-35.92
7.0,8.96,-35.94
7.0,8.97,-35.97
7.0,8.98,-36.0
7.0,8.99,-36.01
7.0,9.0,-36.02
7.0,9.01,-36.04
7.0,9.02,-36.06
7.0,9.03,-36.09
7.0,9.04,-36.11
7.0,9.05,-36.12
7.0,9.06,-36.13
7.0,9.07,-36.16
7.0,9.08,-36.18
7.0,9.09,-36.21
7.0,9.1,-36.25
7.0,9.11,-36.29
7.0,9.12,-36.34
7.0,9.13,-36.39
7.0,9.14,-36.44
7.0,9.15,-36.49
7.0,9.16,-36.54
7.0,9.17,-36.59
7.0,9.18,-36.64
7.0,9.19,-36.68
7.0,9.2,-36.68
7.0,9.21,-36.7
7.0,9.22,-36.73
7.0,9.23,-36.75
7.0,9.24,-36.77
7.0,9.25,-36.78
7.0,9.26,-36.79
7.0,9.27,-36.83
7.0,9.28,-36.87
7.0,9.29,-36.92
7.0,9.3,-36.96
7.0,9.31,-37.0
7.0,9.32,-37.04
7.0,9.33,-37.09
7.0,9.34,-37.13
7.0,9.35,-37.17
7.0,9.36,-37.2
7.0,9.37,-37.25
7.0,9.38,-37.3
7.0,9.39,-37.34
7.0,9.4,-37.38
7.0,9.41,-37.43
7.0,9.42,-37.46
7.0,9.43,-37.5
7.0,9.44,-37.54
7.0,9.45,-37.58
7.0,9.46,-37.63
7.0,9.47,-37.67
7.0,9.48,-37.72
7.0,9.49,-37.76
7.0,9.5,-37.8
7.0,9.51,-37.84
7.0,9.52,-37.88
7.0,9.53,-37.92
7.0,9.54,-37.96
7.0,9.55,-38.0
7.0,9.56,-38.02
7.0,9.57,-38.05
7.0,9.58,-38.07
7.0,9.59,-38.1
7.0,9.6,-38.13
7.0,9.61,-38.16
7.0,9.62,-38.19
7.0,9.63,-38.23
7.0,9.64,-38.26
7.0,9.65,-38.32
7.0,9.66,-38.37
7.0,9.67,-38.41
7.0,9.68,-38.44
7.0,9.69,-38.48
7.0,9.7,-38.52
7.0,9.71,-38.55
7.0,9.72,-38.59
7.0,9.73,-38.62
7.0,9.74,-38.66
7.0,9.75,-38.68
7.0,9.76,-38.7
7.0,9.77,-38.72
7.0,9.78,-38.73
7.0,9.79,-38.74
7.0,9.8,-38.74
7.0,9.81,-38.74
7.0,9.82,-38.75
7.0,9.83,-38.78
7.0,9.84,-38.81
7.0,9.85,-38.85
7.0,9.86,-38.86
7.0,9.87,-38.88
7.0,9.88,-38.9
7.0,9.89,-38.91
7.0,9.9,-38.93
7.0,9.91,-38.94
7.0,9.92,-38.94
7.0,9.93,-38.94
7.0,9.94,-38.95
7.0,9.95,-38.96
7.0,9.96,-38.97
7.0,9.97,-38.98
7.0,9.98,-38.99
7.0,9.99,-39.0
7.0,10.0,-38.99
7.0,10.01,-38.98
7.0,10.02,-38.99
7.0,10.03,-39.0
7.0,10.04,-39.01
7.0,10.05,-39.03
7.0,10.06,-39.05
7.0,10.07,-39.07
7.0,10.08,-39.1
7.0,10.09,-39.12
7.0,10.1,-39.15
7.0,10.11,-39.18
7.0,10.12,-39.22
7.0,10.13,-39.27
7.0,10.14,-39.32
