c_setting,epsilon_setting,cv_scores
7.0,10.15,-39.36
7.0,10.16,-39.4
7.0,10.17,-39.45
7.0,10.18,-39.5
7.0,10.19,-39.54
7.0,10.2,-39.57
7.0,10.21,-39.61
7.0,10.22,-39.63
7.0,10.23,-39.65
7.0,10.24,-39.67
7.0,10.25,-39.71
7.0,10.26,-39.75
7.0,10.27,-39.79
7.0,10.28,-39.83
7.0,10.29,-39.87
7.0,10.3,-39.91
7.0,10.31,-39.94
7.0,10.32,-39.99
7.0,10.33,-40.04
7.0,10.34,-40.09
7.0,10.35,-40.14
7.0,10.36,-40.18
7.0,10.37,-40.21
7.0,10.38,-40.23
7.0,10.39,-40.26
7.0,10.4,-40.29
7.0,10.41,-40.33
7.0,10.42,-40.37
7.0,10.43,-40.42
7.0,10.44,-40.45
7.0,10.45,-40.48
7.0,10.46,-40.5
7.0,10.47,-40.53
7.0,10.48,-40.6
7.0,10.49,-40.67
7.0,10.5,-40.73
7.0,10.51,-40.77
7.0,10.52,-40.84
7.0,10.53,-40.93
7.0,10.54,-41.0
7.0,10.55,-41.07
7.0,10.56,-41.15
7.0,10.57,-41.23
7.0,10.58,-41.32
7.0,10.59,-41.4
7.0,10.6,-41.48
7.0,10.61,-41.56
7.0,10.62,-41.64
7.0,10.63,-41.71
7.0,10.64,-41.78
7.0,10.65,-41.84
7.0,10.66,-41.9
7.0,10.67,-41.98
7.0,10.68,-42.06
7.0,10.69,-42.14
7.0,10.7,-42.22
7.0,10.71,-42.31
7.0,10.72,-42.39
7.0,10.73,-42.49
7.0,10.74,-42.58
7.0,10.75,-42.67
7.0,10.76,-42.74
7.0,10.77,-42.79
7.0,10.78,-42.85
7.0,10.79,-42.91
7.0,10.8,-42.97
7.0,10.81,-43.04
7.0,10.82,-43.1
7.0,10.83,-43.16
7.0,10.84,-43.23
7.0,10.85,-43.3
7.0,10.86,-43.36
7.0,10.87,-43.43
7.0,10.88,-43.5
7.0,10.89,-43.56
7.0,10.9,-43.63
7.0,10.91,-43.7
7.0,10.92,-43.78
7.0,10.93,-43.85
7.0,10.94,-43.91
7.0,10.95,-43.96
7.0,10.96,-44.01
7.0,10.97,-44.08
7.0,10.98,-44.14
7.0,10.99,-44.2
7.0,11.0,-44.26
7.0,11.01,-44.32
7.0,11.02,-44.38
7.0,11.03,-44.44
7.0,11.04,-44.5
7.0,11.05,-44.56
7.0,11.06,-44.62
7.0,11.07,-44.67
7.0,11.08,-44.73
7.0,11.09,-44.79
7.0,11.1,-44.85
7.0,11.11,-44.9
7.0,11.12,-44.96
7.0,11.13,-45.02
7.0,11.14,-45.08
7.0,11.15,-45.13
7.0,11.16,-45.19
7.0,11.17,-45.26
7.0,11.18,-45.32
7.0,11.19,-45.39
7.0,11.2,-45.46
7.0,11.21,-45.52
7.0,11.22,-45.59
7.0,11.23,-45.66
7.0,11.24,-45.72
7.0,11.25,-45.78
7.0,11.26,-45.85
7.0,11.27,-45.89
7.0,11.28,-45.93
7.0,11.29,-45.97
7.0,11.3,-46.01
7.0,11.31,-46.04
7.0,11.32,-46.11
7.0,11.33,-46.18
7.0,11.34,-46.25
7.0,11.35,-46.33
7.0,11.36,-46.41
7.0,11.37,-46.49
7.0,11.38,-46.57
7.0,11.39,-46.66
7.0,11.4,-46.73
7.0,11.41,-46.81
7.0,11.42,-46.9
7.0,11.43,-46.98
7.0,11.44,-47.06
7.0,11.45,-47.14
7.0,11.46,-47.22
7.0,11.47,-47.3
7.0,11.48,-47.39
7.0,11.49,-47.47
7.0,11.5,-47.56
7.0,11.51,-47.67
7.0,11.52,-47.77
7.0,11.53,-47.88
7.0,11.54,-47.97
7.0,11.55,-48.07
7.0,11.56,-48.16
7.0,11.57,-48.26
7.0,11.58,-48.36
7.0,11.59,-48.44
7.0,11.6,-48.53
7.0,11.61,-48.62
7.0,11.62,-48.71
7.0,11.63,-48.8
7.0,11.64,-48.88
7.0,11.65,-48.96
7.0,11.66,-49.05
7.0,11.67,-49.14
7.0,11.68,-49.23
7.0,11.69,-49.32
7.0,11.7,-49.41
7.0,11.71,-49.5
7.0,11.72,-49.58
7.0,11.73,-49.64
7.0,11.74,-49.69
7.0,11.75,-49.75
7.0,11.76,-49.82
7.0,11.77,-49.89
7.0,11.78,-49.97
7.0,11.79,-50.07
7.0,11.8,-50.14
7.0,11.81,-50.21
7.0,11.82,-50.28
7.0,11.83,-50.36
7.0,11.84,-50.42
7.0,11.85,-50.48
7.0,11.86,-50.55
7.0,11.87,-50.64
7.0,11.88,-50.73
7.0,11.89,-50.82
7.0,11.9,-50.91
7.0,11.91,-51.01
7.0,11.92,-51.11
7.0,11.93,-51.19
7.0,11.94,-51.3
7.0,11.95,-51.4
7.0,11.96,-51.5
7.0,11.97,-51.59
7.0,11.98,-51.68
7.0,11.99,-51.77
7.0,12.0,-51.85
7.0,12.01,-51.94
7.0,12.02,-52.02
7.0,12.03,-52.11
7.0,12.040000000000001,-52.2
7.0,12.05,-52.28
7.0,12.06,-52.37
7.0,12.07,-52.46
7.0,12.08,-52.55
7.0,12.09,-52.64
7.0,12.1,-52.74
7.0,12.11,-52.83
7.0,12.12,-52.93
7.0,12.13,-53.02
7.0,12.14,-53.12
7.0,12.15,-53.21
7.0,12.16,-53.3
7.0,12.17,-53.39
7.0,12.18,-53.48
7.0,12.19,-53.56
7.0,12.2,-53.65
7.0,12.21,-53.74
7.0,12.22,-53.83
7.0,12.23,-53.91
7.0,12.24,-54.0
7.0,12.25,-54.08
7.0,12.26,-54.16
7.0,12.27,-54.24
7.0,12.28,-54.32
7.0,12.290000000000001,-54.4
7.0,12.3,-54.49
7.0,12.31,-54.55
7.0,12.32,-54.63
7.0,12.33,-54.71
7.0,12.34,-54.81
7.0,12.35,-54.9
7.0,12.36,-55.01
7.0,12.37,-55.12
7.0,12.38,-55.23
7.0,12.39,-55.32
7.0,12.4,-55.45
7.0,12.41,-55.59
7.0,12.42,-55.67
7.0,12.43,-55.75
7.0,12.44,-55.83
7.0,12.45,-55.92
7.0,12.46,-56.01
7.0,12.47,-56.12
7.0,12.48,-56.23
7.0,12.49,-56.32
7.0,12.5,-56.43
7.0,12.51,-56.53
7.0,12.52,-56.64
7.0,12.53,-56.75
7.0,12.540000000000001,-56.85
7.0,12.55,-56.94
7.0,12.56,-57.03
7.0,12.57,-57.12
7.0,12.58,-57.22
7.0,12.59,-57.32
7.0,12.6,-57.41
7.0,12.61,-57.49
7.0,12.62,-57.53
7.0,12.63,-57.6
7.0,12.64,-57.68
7.0,12.65,-57.76
7.0,12.66,-57.84
7.0,12.67,-57.92
7.0,12.68,-58.03
7.0,12.69,-58.14
7.0,12.7,-58.24
7.0,12.71,-58.34
7.0,12.72,-58.43
7.0,12.73,-58.51
7.0,12.74,-58.61
7.0,12.75,-58.68
7.0,12.76,-58.79
7.0,12.77,-58.9
7.0,12.78,-58.99
7.0,12.790000000000001,-59.09
7.0,12.8,-59.19
7.0,12.81,-59.28
7.0,12.82,-59.38
7.0,12.83,-59.48
7.0,12.84,-59.56
7.0,12.85,-59.65
7.0,12.86,-59.75
7.0,12.87,-59.84
7.0,12.88,-59.94
7.0,12.89,-60.04
7.0,12.9,-60.15
7.0,12.91,-60.25
7.0,12.92,-60.36
7.0,12.93,-60.46
7.0,12.94,-60.57
7.0,12.95,-60.68
7.0,12.96,-60.78
7.0,12.97,-60.9
7.0,12.98,-61.01
7.0,12.99,-61.11
7.0,13.0,-61.21
7.0,13.01,-61.3
7.0,13.02,-61.38
7.0,13.03,-61.47
7.0,13.040000000000001,-61.55
7.0,13.05,-61.64
7.0,13.06,-61.73
7.0,13.07,-61.83
7.0,13.08,-61.92
7.0,13.09,-62.0
7.0,13.1,-62.08
7.0,13.11,-62.14
7.0,13.12,-62.19
7.0,13.13,-62.24
7.0,13.14,-62.34
7.0,13.15,-62.43
7.0,13.16,-62.5
7.0,13.17,-62.57
7.0,13.18,-62.65
7.0,13.19,-62.73
7.0,13.2,-62.81
7.0,13.21,-62.9
7.0,13.22,-62.99
7.0,13.23,-63.03
7.0,13.24,-63.07
7.0,13.25,-63.12
7.0,13.26,-63.18
7.0,13.27,-63.25
7.0,13.28,-63.45
7.0,13.290000000000001,-63.64
7.0,13.3,-63.76
7.0,13.31,-63.87
7.0,13.32,-63.96
7.0,13.33,-64.08
7.0,13.34,-64.17
7.0,13.35,-64.27
7.0,13.36,-64.38
7.0,13.37,-64.45
7.0,13.38,-64.52
7.0,13.39,-64.61
7.0,13.4,-64.69
7.0,13.41,-64.77
7.0,13.42,-64.85
7.0,13.43,-64.95
7.0,13.44,-65.04
7.0,13.45,-65.14
7.0,13.46,-65.23
7.0,13.47,-65.33
7.0,13.48,-65.41
7.0,13.49,-65.49
7.0,13.5,-65.58
7.0,13.51,-65.67
7.0,13.52,-65.76
7.0,13.53,-65.85
7.0,13.540000000000001,-65.94
7.0,13.55,-66.01
7.0,13.56,-66.09
7.0,13.57,-66.16
7.0,13.58,-66.23
7.0,13.59,-66.3
7.0,13.6,-66.37
7.0,13.61,-66.43
7.0,13.62,-66.5
7.0,13.63,-66.57
7.0,13.64,-66.62
7.0,13.65,-66.67
7.0,13.66,-66.71
7.0,13.67,-66.74
7.0,13.68,-66.86
7.0,13.69,-66.9
7.0,13.7,-66.97
7.0,13.71,-67.05
7.0,13.72,-67.18
7.0,13.73,-67.31
7.0,13.74,-67.45
7.0,13.75,-67.6
7.0,13.76,-67.75
7.0,13.77,-67.9
7.0,13.78,-68.04
7.0,13.790000000000001,-68.04
7.0,13.8,-68.06
7.0,13.81,-68.17
7.0,13.82,-68.27
7.0,13.83,-68.36
7.0,13.84,-68.44
7.0,13.85,-68.53
7.0,13.86,-68.62
7.0,13.87,-68.74
7.0,13.88,-68.86
7.0,13.89,-68.98
7.0,13.9,-69.12
7.0,13.91,-69.25
7.0,13.92,-69.35
7.0,13.93,-69.45
7.0,13.94,-69.55
7.0,13.95,-69.65
7.0,13.96,-69.74
7.0,13.97,-69.84
7.0,13.98,-69.93
7.0,13.99,-70.01
7.0,14.0,-70.08
7.0,14.01,-70.18
7.0,14.02,-70.35
7.0,14.03,-70.47
7.0,14.040000000000001,-70.6
7.0,14.05,-70.72
7.0,14.06,-70.85
7.0,14.07,-70.98
7.0,14.08,-71.11
7.0,14.09,-71.24
7.0,14.1,-71.37
7.0,14.11,-71.5
7.0,14.12,-71.64
7.0,14.13,-71.78
7.0,14.14,-71.92
7.0,14.15,-72.07
7.0,14.16,-72.21
7.0,14.17,-72.36
7.0,14.18,-72.5
7.0,14.19,-72.63
7.0,14.2,-72.76
7.0,14.21,-72.9
7.0,14.22,-73.04
7.0,14.23,-73.18
7.0,14.24,-73.32
7.0,14.25,-73.46
7.0,14.26,-73.61
7.0,14.27,-73.75
7.0,14.28,-73.88
7.0,14.290000000000001,-74.02
7.0,14.3,-74.15
7.0,14.31,-74.28
7.0,14.32,-74.42
7.0,14.33,-74.56
7.0,14.34,-74.69
7.0,14.35,-74.82
7.0,14.36,-74.94
7.0,14.37,-75.02
7.0,14.38,-75.15
7.0,14.39,-75.27
7.0,14.4,-75.42
7.0,14.41,-75.52
7.0,14.42,-75.66
7.0,14.43,-75.79
7.0,14.44,-75.92
7.0,14.45,-76.08
7.0,14.46,-76.22
7.0,14.47,-76.37
7.0,14.48,-76.52
7.0,14.49,-76.66
7.0,14.5,-76.81
7.0,14.51,-76.96
7.0,14.52,-77.12
7.0,14.53,-77.27
7.0,14.540000000000001,-77.43
7.0,14.55,-77.63
7.0,14.56,-77.73
7.0,14.57,-77.83
7.0,14.58,-77.96
7.0,14.59,-78.06
7.0,14.6,-78.14
7.0,14.61,-78.22
7.0,14.62,-78.3
7.0,14.63,-78.39
7.0,14.64,-78.47
7.0,14.65,-78.55
7.0,14.66,-78.63
7.0,14.67,-78.71
7.0,14.68,-78.79
7.0,14.69,-78.87
7.0,14.7,-78.97
7.0,14.71,-79.06
7.0,14.72,-79.15
7.0,14.73,-79.24
7.0,14.74,-79.33
7.0,14.75,-79.42
7.0,14.76,-79.5
7.0,14.77,-79.57
7.0,14.78,-79.64
7.0,14.790000000000001,-79.71
7.0,14.8,-79.78
7.0,14.81,-79.86
7.0,14.82,-79.94
7.0,14.83,-80.02
7.0,14.84,-80.09
7.0,14.85,-80.17
7.0,14.86,-80.25
7.0,14.87,-80.33
7.0,14.88,-80.43
7.0,14.89,-80.53
7.0,14.9,-80.63
7.0,14.91,-80.72
7.0,14.92,-80.83
7.0,14.93,-80.92
7.0,14.94,-81.02
7.0,14.95,-81.12
7.0,14.96,-81.22
7.0,14.97,-81.32
7.0,14.98,-81.42
7.0,14.99,-81.52
